project,stage,subject,record,file,matrix,matrix_path,band,components,absolute_components,n_components,classifier,cv_method,cv_splits,cv_test_size,cv_tested_epochs,accuracy,balanced_accuracy,brier_score,component_score_values,mean_score,comp_set_score,final_score_method,rank_within_file,rank_global,probability_plot
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]","[1, 2, -1]","[1, 2, 55]",3,lda,time_series_by_class,3,5,30,0.9333333333333333,0.9333333333333333,0.03729325977822307,"[0.1079963551285526, 0.2433055747399326, 0.2708825449191656]",0.20739482492921693,1.055417545754004,final_score_1,1,980,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\results\algorithm\probability_plots\final_score_1\test_03_23_Artem_01_calib\top_01_[9,_13]_[1,_2,_-1].png"
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[-2, -1]","[54, 55]",2,lda,time_series_by_class,3,5,30,1.0,1.0,0.007882097614614865,"[0.1194300960555212, 0.1730273143279738]",0.1462287051917475,0.9985966005429883,final_score_1,2,1059,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\results\algorithm\probability_plots\final_score_1\test_03_23_Artem_01_calib\top_02_[10,_14]_[-2,_-1].png"
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[2, -2, -1]","[2, 54, 55]",3,lda,time_series_by_class,3,5,30,1.0,1.0,0.005089988179143429,"[0.1339208711417648, 0.1194300960555212, 0.1730273143279738]",0.14212609384175326,0.9980613691804161,final_score_1,3,1061,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\results\algorithm\probability_plots\final_score_1\test_03_23_Artem_01_calib\top_03_[10,_14]_[2,_-2,_-1].png"
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[1, 2, -2, -1]","[1, 2, 54, 55]",4,lda,time_series_by_class,3,5,30,1.0,1.0,0.004739638826332691,"[0.1309469423021856, 0.1339208711417648, 0.1194300960555212, 0.1730273143279738]",0.13933130595686133,0.9818693011440619,final_score_1,4,1079,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, 2, -2, -1]","[0, 2, 54, 55]",4,lda,time_series_by_class,3,5,30,1.0,1.0,0.005829687888316577,"[0.1292839428178324, 0.1339208711417648, 0.1194300960555212, 0.1730273143279738]",0.13891555608577305,0.9683265345399883,final_score_1,5,1093,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, -2, -1]","[0, 54, 55]",3,lda,time_series_by_class,3,5,30,1.0,1.0,0.007347787463876238,"[0.1292839428178324, 0.1194300960555212, 0.1730273143279738]",0.14058045106710912,0.9651678805780111,final_score_1,6,1099,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]","[0, 1, 2, -1]","[0, 1, 2, 55]",4,lda,time_series_by_class,3,5,30,0.9333333333333333,0.9333333333333333,0.031190194223998956,"[0.0746815269879655, 0.1079963551285526, 0.2433055747399326, 0.2708825449191656]",0.17421650044390408,0.9423689258690794,final_score_1,7,1132,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[1, 2, -1]","[1, 2, 55]",3,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.018252207711099325,"[0.1309469423021856, 0.1339208711417648, 0.1730273143279738]",0.1459650425906414,0.8986063665870531,final_score_1,8,1190,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]","[1, 2]","[1, 2]",2,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.037704748839586404,"[0.1079963551285526, 0.2433055747399326]",0.1756509649342426,0.8902046532875342,final_score_1,9,1201,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[1, -2, -1]","[1, 54, 55]",3,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.01621325047858252,"[0.1309469423021856, 0.1194300960555212, 0.1730273143279738]",0.1411347842285602,0.8867675151312749,final_score_1,10,1204,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, 1, 2, -1]","[0, 1, 2, 55]",4,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.01711710680164978,"[0.1292839428178324, 0.1309469423021856, 0.1339208711417648, 0.1730273143279738]",0.14179476764743915,0.8828979710705686,final_score_1,11,1211,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, 1, -2, -1]","[0, 1, 54, 55]",4,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.017466476900802174,"[0.1292839428178324, 0.1309469423021856, 0.1194300960555212, 0.1730273143279738]",0.13817207387587827,0.8573404105244734,final_score_1,12,1260,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]","[2, -2, -1]","[2, 54, 55]",3,lda,time_series_by_class,3,5,30,0.9333333333333333,0.9333333333333333,0.07004940365522229,"[0.2433055747399326, 0.176487209592841, 0.2708825449191656]",0.2302251097506464,0.8443469866783954,final_score_1,13,1277,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]","[2, -1]","[2, 55]",2,lda,time_series_by_class,3,5,30,0.9333333333333333,0.9333333333333333,0.0831156292274345,"[0.2433055747399326, 0.2708825449191656]",0.2570940598295491,0.8273979010457848,final_score_1,14,1302,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]","[1, 2, -3, -1]","[1, 2, 53, 55]",4,lda,time_series_by_class,3,5,30,0.9,0.9,0.043395396126769535,"[0.1079963551285526, 0.2433055747399326, 0.0620834550254433, 0.2708825449191656]",0.1710669824532735,0.8190140418233858,final_score_1,15,1315,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, 1, 2]","[0, 1, 2]",3,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.01787271509702809,"[0.1292839428178324, 0.1309469423021856, 0.1339208711417648]",0.1313839187539276,0.8119157378678974,final_score_1,16,1325,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[1, 2, -2]","[1, 2, 54]",3,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.01537511987643893,"[0.1309469423021856, 0.1339208711417648, 0.1194300960555212]",0.1280993031664905,0.8116381155868395,final_score_1,17,1326,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, 1, 2, -2]","[0, 1, 2, 54]",4,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.01681221714557929,"[0.1292839428178324, 0.1309469423021856, 0.1339208711417648, 0.1194300960555212]",0.128395463079326,0.8019071955528758,final_score_1,18,1342,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]","[-2, -1]","[54, 55]",2,lda,time_series_by_class,3,5,30,0.9333333333333333,0.9333333333333333,0.0727148692336683,"[0.176487209592841, 0.2708825449191656]",0.22368487725600328,0.7987832010477007,final_score_1,19,1344,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]","[0, 1, 2]","[0, 1, 2]",3,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.028712453515168233,"[0.0746815269879655, 0.1079963551285526, 0.2433055747399326]",0.1419944856188169,0.7873427655928001,final_score_1,20,1356,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]","[1, 2, -2]","[1, 2, 54]",3,lda,time_series_by_class,3,5,30,0.9333333333333333,0.9333333333333333,0.052892024591447935,"[0.1079963551285526, 0.2433055747399326, 0.176487209592841]",0.1759297131537754,0.7659863213062291,final_score_1,21,1386,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[2, -1]","[2, 55]",2,lda,time_series_by_class,3,5,30,0.9333333333333333,0.9333333333333333,0.039774076002674706,"[0.1339208711417648, 0.1730273143279738]",0.15347409273486928,0.7618814878115159,final_score_1,22,1392,
